Unnamed: 0,limit_bal,sex,education,marriage,age,payment_status_sep,payment_status_aug,payment_status_jul,payment_status_jun,payment_status_may,payment_status_apr,bill_statement_sep,bill_statement_aug,bill_statement_jul,bill_statement_jun,bill_statement_may,bill_statement_apr,previous_payment_sep,previous_payment_aug,previous_payment_jul,previous_payment_jun,previous_payment_may,previous_payment_apr,default_payment_next_month
3371,140000,Female,University,Married,36.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45849,46909,47928,48731,49793,50812,2100,2100,1900,2000,2000,2100,0
12795,180000,Female,Graduate school,Married,43.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,4824,1001,13413,8577,8596,24297,1001,13413,8577,8596,24297,26134,0
17659,30000,Female,University,Married,44.0,Payment delayed 1 month,Payment delayed 4 months,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,28864,30108,29367,28605,27855,29649,2000,0,0,0,2400,1300,0
27981,60000,Female,High school,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,59650,51176,42368,35730,28670,27979,3376,1900,1908,1133,1015,1153,0
25007,230000,Male,University,Single,50.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,23674,23027,24185,25238,29803,34312,0,2000,1435,5000,5000,6000,1
11814,30000,Female,Graduate school,Single,29.0,Unknown,Payed duly,Unknown,Unknown,Unknown,Unknown,8326,557,8557,8400,20966,13638,557,8000,43,20109,222,62,0
24008,20000,Male,High school,Others,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18455,19990,20215,19298,19807,12294,2000,20000,1612,1121,702,1000,0
28301,60000,Female,High school,Married,34.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 3 months,6731,7777,9502,9217,9722,9291,1300,2000,0,800,0,0,0
15009,50000,Male,University,Single,42.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,51047,47924,49053,50106,17756,18072,0,2200,2180,1000,1000,800,0
21745,50000,Female,Graduate school,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,45345,46403,38343,32214,17292,7501,2010,2046,1866,310,300,483,0
15880,120000,Female,Graduate school,Single,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,110994,29177,30212,31226,31844,32513,1471,1506,1520,1138,1180,1345,0
17282,130000,Female,High school,Married,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,1
16764,120000,Male,Graduate school,Married,42.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Unknown,63598,61987,64373,69164,67453,72997,0,4000,6500,0,6639,4000,0
6798,120000,Female,Graduate school,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,81878,83429,77262,78783,75252,77090,3014,5000,5000,2726,4000,3000,0
2712,60000,Female,Graduate school,Married,39.0,Unknown,Unknown,Payment delayed 2 months,Unknown,Unknown,Unknown,56045,59524,58563,56831,53628,34490,5000,2000,1000,3000,8000,0,0
5340,80000,Male,High school,Single,48.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,80002,80433,80081,29437,29195,28675,3500,3500,1205,1200,1100,1018,0
26706,130000,Male,University,Single,26.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,137204,139189,133521,133182,103161,103031,7000,0,5133,5000,5000,5000,1
9209,230000,Female,High school,Married,40.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,1856,32254,4805,1600,4712,3466,32254,4819,1600,4712,3466,3199,0
13456,80000,Male,University,Married,32.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,1253,4091,4111,940,1550,4030,4091,4120,949,1550,4030,6030,0
18609,80000,Female,Graduate school,Single,25.0,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,45031,47087,48833,47750,50950,51984,3100,2800,0,4000,2000,2000,1
18500,120000,Female,Graduate school,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,80975,82069,83808,85414,84569,85771,4000,3061,3019,2987,3174,2996,0
26099,200000,Female,Graduate school,Married,31.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Payed duly,11715,5209,10634,10982,1966,4883,5289,10641,2011,9,4890,15,0
19,180000,Female,Graduate school,Single,29.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
8021,80000,Female,University,Married,40.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,78610,80666,82713,80838,49575,48354,3900,4000,0,1920,1800,1800,1
17015,80000,Female,Graduate school,Single,24.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,48597,49259,46209,46574,47230,48282,1800,1800,1800,1800,1800,2000,1
29735,50000,Male,High school,Married,40.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,48785,49762,49861,48660,7698,7463,2090,2450,1510,409,415,406,1
19189,200000,Female,High school,Married,43.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,119432,116014,119576,123551,129486,133262,0,5000,5000,7000,5000,5000,1
23592,80000,Female,Graduate school,Married,39.0,Payment delayed 1 month,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,21340,22389,23017,22349,22791,23331,1700,1280,0,814,905,30331,0
12230,30000,Male,University,Married,37.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,19625,20673,23702,23026,27798,27219,1671,3700,0,5335,0,2054,0
26663,60000,Male,University,Single,27.0,Payment delayed 5 months,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 2 months,Payed duly,Unknown,67940,65957,64005,61769,51722,44956,0,0,0,51722,16000,1100,1
9426,180000,Female,Graduate school,Single,30.0,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,149525,152460,154206,135881,130728,123155,7320,6100,9710,4800,0,4300,0
4780,290000,Male,University,Married,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,351890,254163,250180,236027,221443,198031,11000,8607,8000,8525,8476,10000,0
7055,30000,Male,High school,Single,31.0,Payment delayed 3 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Payment delayed 2 months,30588,26860,21165,21281,22938,22422,0,1646,762,2000,0,647,1
2269,70000,Female,University,Single,24.0,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,41485,44697,47229,47956,47056,49565,4200,3600,1800,0,3308,2500,0
28233,50000,Female,University,Married,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,74903,49413,50812,50261,29720,30233,2120,2500,1905,1500,1200,1200,0
12580,10000,Male,University,Single,25.0,Payed duly,Payment delayed 2 months,Unknown,Unknown,Payed duly,Payed duly,7786,8512,9290,9480,388,10000,1000,1000,190,388,10000,0,0
10380,310000,Female,Graduate school,Married,38.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Payed duly,0,0,0,0,0,69,0,0,0,0,69,500,1
5955,20000,Male,University,Single,22.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,13447,10232,7842,9262,4335,0,2200,2000,2200,1200,0,0,0
18768,80000,Female,University,Married,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,58784,55209,56626,56387,15980,1134,1970,2300,1352,700,1134,48,0
11987,20000,Male,High school,Married,36.0,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 3 months,Payment delayed 3 months,Payment delayed 3 months,Payment delayed 3 months,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
15691,10000,Male,,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6376,7386,8581,9765,10066,10151,1121,1316,1500,450,500,800,1
3227,190000,Female,Graduate school,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8010,922,3200,15010,4575,7279,922,3208,15010,4575,7279,0,0
602,170000,Male,Graduate school,Married,53.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17862,17927,18800,17647,18015,12930,1323,1196,544,563,629,361,0
7887,200000,Male,University,Married,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,168374,172158,175701,181235,192713,189449,8000,7900,10000,14400,0,6700,0
15,50000,Female,High school,Others,23.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,50614,29173,28116,28771,29531,30211,0,1500,1100,1200,1300,1100,0
7604,200000,Female,University,Married,46.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,722,9086,9213,7360,11560,21808,9086,9219,147,4200,11808,4067,0
2143,20000,Male,High school,Married,41.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Unknown,18738,18986,20110,19584,16539,19466,1376,1500,593,2701,4261,941,1
9335,470000,Male,Graduate school,Single,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,290137,294980,276255,241089,223366,207733,15128,12235,10123,10019,10102,10000,0
2311,180000,Male,University,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,93169,58983,60506,58458,60770,61628,4500,4000,4000,4000,4000,4000,0
28902,60000,Female,University,Married,38.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payment delayed 2 months,27527,31715,35850,37165,39490,25854,5000,5000,2000,2898,0,3000,0
11900,210000,Male,University,Single,35.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
17376,70000,Female,University,Married,42.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,24133,24741,25074,25978,26341,26093,1702,1424,1717,1080,1094,969,0
15354,160000,Female,Graduate school,Married,33.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,5459,20415,2141,2144,5816,2144,20415,2141,2144,5816,2144,1456,0
8605,500000,Male,Graduate school,Single,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,203729,147289,63994,40501,11248,4189,10043,8078,10000,10000,4200,0,0
3306,180000,Female,University,Married,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,653,0,0,0,0,653,0,0,0
6587,280000,Female,Others,Others,38.0,Unknown,Unknown,Unknown,Payed duly,Payed duly,Payed duly,286469,293875,296257,232,-94,143864,8024,8034,232,94,145935,5000,0
11072,80000,Male,University,Single,27.0,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,Payment delayed 3 months,56789,58276,60102,61423,72197,71003,2400,3000,2500,11576,39,38,1
24105,10000,Male,University,Single,23.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4304,5324,6509,7313,6469,6988,1100,1279,1083,500,1000,1000,0
17296,400000,Female,University,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6464,-270,-770,-761,-2710,187552,1692,0,9,11,194541,7015,1
5928,200000,Female,University,Single,25.0,Unknown,Unknown,Payed duly,Payed duly,Unknown,Payed duly,22701,7940,9855,24091,24583,7354,0,10145,24091,492,7354,9694,0
19278,50000,Female,University,Single,39.0,Payed duly,Payed duly,Payment delayed 3 months,Payment delayed 2 months,Payed duly,Payment delayed 2 months,263,1209,946,576,18611,17721,1209,0,0,18611,0,920,0
18908,210000,Female,Graduate school,Single,28.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,5850,4388,3638,7489,2684,9448,4388,3638,7489,2684,9448,5841,0
5758,10000,Female,University,Single,33.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,15004,8663,9437,9630,8399,1697,2452,1000,193,168,1734,770,1
20196,170000,Female,High school,Single,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,173922,164939,165597,163424,163204,159257,7400,7600,7800,6348,6200,6500,0
19836,140000,Female,University,Married,35.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,326,326,6410,4246,326,326,326,6736,4246,326,326,502,0
15183,80000,Female,University,Single,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4418,7327,10190,13768,17748,10577,3000,3000,4000,5000,1000,1310,0
2401,330000,Female,Graduate school,Married,29.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,730,213,2368,3368,1377,0,213,2368,1000,190,0,0,0
12118,150000,Female,University,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,36302,33060,33988,35112,36532,36345,2070,3995,3113,2540,3348,2029,0
15124,490000,Male,University,Married,50.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,208353,205873,210880,215628,217883,223541,10000,10000,10000,10000,10000,8000,0
16660,360000,Male,Graduate school,Single,34.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2739,1200,3118,0,162,4857,1206,3133,0,162,4881,445,0
24447,500000,Male,High school,Married,47.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,18033,8783,13202,16546,12585,14287,8783,13357,16600,12585,14287,25793,0
10374,200000,Female,University,Single,26.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
11398,140000,Male,Graduate school,Single,43.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,138859,141393,135784,136258,137747,138593,5100,4779,6000,6000,6000,5200,1
18259,20000,Male,University,Married,61.0,Payment delayed 3 months,Payment delayed 4 months,Payment delayed 3 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 4 months,18618,18040,17471,16893,21318,20412,0,0,0,4726,0,0,1
17081,20000,Female,University,Single,25.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18519,20195,19638,17198,14253,18475,2000,1376,1121,460,6000,624,0
15816,150000,Female,Graduate school,Single,27.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,5200,1689,-17,3996,2278,1132,1689,0,4013,2278,1132,4721,0
23184,140000,Female,University,Married,37.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,137545,136820,128445,125049,119402,123055,6206,6100,6330,4400,8700,0,0
12714,150000,Male,Others,Married,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000,0
23551,160000,Female,Graduate school,Married,36.0,Payed duly,Payed duly,Unknown,Payed duly,Payed duly,Payed duly,1714,2845,3342,171,1770,837,2845,1000,171,1770,837,299,0
593,80000,Male,University,Married,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48747,45955,44989,41358,42379,38052,2145,1844,2009,5017,2000,5002,0
11419,50000,Female,University,Married,57.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Unknown,173,274,0,0,0,0,274,0,0,0,0,2590,0
17379,30000,Female,High school,Married,28.0,Unknown,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Unknown,12430,13419,15897,16340,15780,16127,1200,2700,1000,0,600,1400,0
14166,10000,Male,Graduate school,Single,38.0,Unknown,Unknown,Payed duly,Payed duly,Payed duly,Payed duly,8188,6780,390,390,0,780,1000,390,390,0,780,0,0
19708,180000,Female,Graduate school,Single,28.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,131007,131632,136239,138116,135246,130436,5000,7000,6500,5000,5000,5000,0
13027,80000,Male,University,Married,40.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,64120,63656,63023,60237,60263,59180,2438,3000,2100,2200,2400,2200,1
973,150000,Female,Graduate school,Others,30.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,50,6527,2168,-7,1373,-1,8589,2500,0,1380,0,2050,0
23174,390000,Female,University,Single,45.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,60082,58694,61735,63337,59693,62776,5000,5000,5000,4000,4000,4000,0
9114,340000,Female,Graduate school,Married,42.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,221587,216472,218817,223329,226176,230921,8409,8500,8500,8500,8500,8500,0
328,340000,Male,University,Married,55.0,Unknown,Payed duly,Payed duly,Unknown,Unknown,Unknown,50396,44665,8300,2190,24599,7416,44665,8321,2190,24599,7416,77195,0
5404,130000,Female,High school,Married,36.0,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,Payment delayed 2 months,23997,26733,26942,26210,27982,27383,3440,941,0,2197,0,910,1
26379,240000,Female,University,Married,37.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
29577,450000,Male,Graduate school,Married,42.0,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,Unknown,3566,240,1718,2284,-561,-1477,0,2000,2300,0,590,0,1
5236,190000,Female,Graduate school,Married,39.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,171462,163148,165281,173231,132145,146854,0,10000,15000,10091,20000,10000,1
11927,80000,Female,Graduate school,Single,27.0,Payed duly,Payed duly,Payed duly,Unknown,Unknown,Payed duly,825,825,-6042,-6867,-8692,54375,825,0,0,0,150000,10000,0
21524,130000,Female,High school,Single,23.0,Payment delayed 2 months,Payed duly,Unknown,Unknown,Unknown,Unknown,1330,5719,15578,19887,11659,11735,5719,10000,5000,2000,2000,2000,1
25851,100000,Female,High school,Married,43.0,Payment delayed 2 months,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,100304,97814,100337,100585,52041,70731,0,5000,2623,2500,32000,2567,1
29368,170000,Male,University,Single,26.0,Unknown,Unknown,Unknown,Payed duly,Payed duly,Payed duly,7228,6238,6265,5430,4898,3240,1200,2367,5430,4898,3240,7838,0
1501,220000,Female,University,Married,30.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,180000,Female,Graduate school,Married,38.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Unknown,Unknown,114413,111165,117004,119542,122452,130293,0,10000,6000,5000,10000,6500,0
5459,360000,Male,High school,Married,53.0,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,Payed duly,45421,68526,47416,48811,193712,80601,68536,47427,48846,193712,80601,11166,0
4204,50000,Female,University,Single,23.0,Payed duly,Payed duly,Payed duly,Payed duly,Unknown,Unknown,373,-17,4230,1243,1904,0,0,4247,1243,1094,0,0,0
6268,120000,Male,University,Single,29.0,Payment delayed 1 month,Payment delayed 2 months,Unknown,Unknown,Payment delayed 2 months,Payment delayed 2 months,87376,85135,86024,91380,93263,95079,0,3200,6800,3500,3500,0,1
478,500000,Female,Graduate school,Married,38.0,Payed duly,Payment delayed 2 months,Payed duly,Payed duly,Payed duly,Unknown,600,300,501,300,600,450,0,501,300,600,300,600,0
4871,80000,Male,University,Married,42.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,48237,48594,49432,49043,47805,45626,2200,2005,2000,2000,2000,2000,0
27001,50000,Male,University,Married,41.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,8988,6849,7471,8043,19526,7564,1200,2000,2000,3000,1000,10640,0
27189,120000,Male,University,Single,29.0,Payment delayed 1 month,Payed duly,Payed duly,Payed duly,Unknown,Payed duly,0,326,326,652,326,326,652,326,652,0,326,326,1
811,700000,Female,Graduate school,Married,39.0,Unknown,Unknown,Unknown,Unknown,Unknown,Payed duly,99259,102345,109636,326,2016,61707,5000,10000,326,2016,61707,17785,0
25499,90000,Female,Graduate school,Married,29.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4034,11387,4387,35670,41995,35912,10400,3400,36139,618,3200,8500,0
20858,290000,Male,Graduate school,Single,38.0,Payment delayed 1 month,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0
22380,200000,Female,Graduate school,Single,32.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6890,11002,517,11212,19090,24949,11002,517,11214,19116,24949,10904,0
24189,200000,Male,University,Single,28.0,Unknown,Unknown,Unknown,Payed duly,Payed duly,Payed duly,99216,100142,34162,712,712,862,5300,3000,8712,712,862,704,0
29549,490000,Male,Graduate school,Single,33.0,Payed duly,Payment delayed 2 months,Payed duly,Unknown,Unknown,Unknown,59016,16355,24307,21136,24758,21817,0,24307,12396,13000,10000,88,0
1,120000,Female,University,Single,26.0,Payed duly,Payment delayed 2 months,Unknown,Unknown,Unknown,Payment delayed 2 months,2682,1725,2682,3272,3455,3261,0,1000,1000,1000,0,2000,1
